Pmid,Journal,Year,Month,Pmcid
30562952,Toxins,2018,12,PMC6315670
30564588,International journal of veterinary science and medicine,2018,12,PMC6286394
30565091,Cell stress & chaperones,2019,1,PMC6363629
30566104,Water science and technology : a journal of the International Association on Water Pollution Research,2018,12,wst_2018_475
30566679,Journal of economic entomology,2019,3,NA
30567528,BMC public health,2018,12,PMC6299941
30567603,Malaria journal,2018,12,PMC6299948
30567619,Parasitology,2018,12,NA
30568906,African journal of laboratory medicine,2018,1,PMC6295971
30568909,African journal of laboratory medicine,2018,1,PMC6295825
30568938,Frontiers in public health,2018,1,PMC6290038
30569034,Gates open research,2018,7,PMC6266652
30570714,Virologica Sinica,2018,12,PMC6335226
30570791,Acta paediatrica (Oslo Norway : 1992),2018,12,NA
30570795,Acta paediatrica (Oslo Norway : 1992),2018,12,NA
30571785,PloS one,2018,1,PMC6301663
30572873,BMC public health,2018,12,PMC6300874
30572961,Microbiome,2018,12,PMC6302507
30573488,BMJ open,2018,12,PMC6303693
30574155,Frontiers in plant science,2018,1,PMC6291658
30574955,Morbidity and mortality weekly report. Surveillance summaries (Washington D.C. : 2002),2018,12,PMC6309216
30575317,Zoonoses and public health,2019,2,NA
30576076,Transboundary and emerging diseases,2019,3,PMC6849855
30576333,PloS one,2018,1,PMC6303083
30576335,PLoS neglected tropical diseases,2018,12,PMC6342328
30576538,The Journal of infectious diseases,2019,3,PMC6420174
30577126,The Science of the total environment,2019,3,NA
30577666,Viruses,2018,12,PMC6357115
30580208,The Science of the total environment,2019,3,NA
30581186,Zoological research,2019,1,PMC6350105
30581419,Frontiers in microbiology,2018,1,PMC6293961
30581959,SSM - population health,2019,4,PMC6293033
30582155,International journal of cancer,2019,7,PMC6519293
30583103,Journal of environmental management,2019,3,NA
3058357,Bulletin de la Societe de pathologie exotique et de ses filiales,1988,1,NA
30583842,Journal of human evolution,2019,1,NA
30583844,Journal of human evolution,2019,1,NA
30585733,AIDS research and human retroviruses,2019,3,PMC6434599
30585857,Journal of acquired immune deficiency syndromes (1999),2018,12,NA
30586448,PloS one,2018,1,PMC6306266
30588346,BMJ global health,2018,1,PMC6278918
30589235,Diagnostic cytopathology,2019,1,NA
30589900,PloS one,2018,1,PMC6307732
30590228,Archives of gerontology and geriatrics,NA,NA,NA
30590419,Environmental entomology,2019,2,NA
30590528,Health promotion international,2020,2,NA
30590537,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2019,9,PMC6743833
30590681,The Journal of infectious diseases,2019,7,PMC6639600
30590741,The Journal of infectious diseases,2019,9,PMC6761953
30591044,BMC endocrine disorders,2018,12,PMC6307239
30591267,Epidemics,2019,6,PMC6543068
30593935,Applied radiation and isotopes : including data instrumentation and methods for use in agriculture industry and medicine,2019,3,NA
30594217,Reproductive health,2018,12,PMC6310925
30596376,Veterinary immunology and immunopathology,2018,10,PMC6215757
30596746,PloS one,2018,1,PMC6312205
30598688,Annals of general psychiatry,2018,1,PMC6300883
30598736,Infection ecology & epidemiology,2019,1,PMC6263096
30598758,Ecology and evolution,2018,12,PMC6303804
30598787,Ecology and evolution,2018,12,PMC6303778
30600531,International dental journal,2019,8,NA
30602232,Journal of environmental management,2019,2,NA
30602788,Nature,2019,1,PMC6420076
30602945,African health sciences,2018,6,PMC6306989
30604040,Clinical rheumatology,2019,4,NA
30605655,Neuron,2019,1,NA
30606110,BMC infectious diseases,2019,1,PMC6318972
30606161,BMC public health,2019,1,PMC6318910
30606316,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,2018,12,PMC6364692
30607173,Infectious agents and cancer,2018,1,PMC6303973
30607370,Wellcome open research,2018,1,PMC6305232
30608195,Annals of human biology,NA,NA,NA
30608930,PLoS neglected tropical diseases,2019,1,PMC6343939
30609090,Statistics in medicine,2019,5,PMC7045125
3061487,Biology of reproduction,1988,11,NA
30615164,The Journal of infectious diseases,2019,11,NA
30616554,BMC psychiatry,2019,1,PMC6323848
30617073,Proceedings of the National Academy of Sciences of the United States of America,2019,1,PMC6347693
30617635,Journal of urban health : bulletin of the New York Academy of Medicine,2019,8,PMC6677830
30618463,Bulletin of the World Health Organization,2019,1,PMC6307507
30618729,Frontiers in pharmacology,2018,1,PMC6295578
30619257,Frontiers in immunology,2018,1,PMC6298441
30619449,Frontiers in genetics,2018,1,PMC6305962
30619618,Health psychology open,NA,NA,PMC6299911
30621430,AIDS care,2019,10,PMC6614012
30621655,BMC public health,2019,1,PMC6323798
30621693,BMC medical ethics,2019,1,PMC6325859
30621756,Parasites & vectors,2019,1,PMC6323828
30621889,Preventive veterinary medicine,2019,1,NA
30622703,Antimicrobial resistance and infection control,2019,1,PMC6318974
30622938,Frontiers in public health,2018,1,PMC6308184
30623361,Ambio,2019,10,PMC6722148
30624135,Culture health & sexuality,2019,10,NA
30624600,The American journal of clinical nutrition,2019,1,PMC6358037
30624871,International journal of health policy and management,2018,11,PMC6326641
30627487,PeerJ,2019,1,PMC6321751
30627948,Maternal and child health journal,2019,7,NA
30628101,Medical and veterinary entomology,2019,6,PMC6995353
30628569,The American journal of tropical medicine and hygiene,2019,3,PMC6402940
30629305,Physiologia plantarum,2019,11,PMC6850275
30631365,International journal of microbiology,2018,1,PMC6304819
30631589,Journal of parasitology research,2018,1,PMC6304650
30632883,Global public health,2019,8,NA
30632968,JMIR research protocols,2019,1,PMC6705666
30633040,Journal of acquired immune deficiency syndromes (1999),2019,4,PMC6410963
30634922,BMC infectious diseases,2019,1,PMC6330491
30636968,International journal of agricultural sustainability,2017,1,PMC6310433
30637057,The Pan African medical journal,2018,1,PMC6317463
30637070,The Pan African medical journal,2018,1,PMC6317395
30637071,The Pan African medical journal,2018,1,PMC6317384
30637163,Anatomy & cell biology,2018,12,PMC6318456
30637398,Microbiology resource announcements,2019,1,PMC6318369
30638068,Nutrition and cancer,2019,1,NA
30638519,Veterinary parasitology,2019,1,NA
30641358,Journal of environmental management,2019,3,NA
30642368,Italian journal of pediatrics,2019,1,PMC6332593
30642404,BMC research notes,2019,1,PMC6332563
30642464,Microbiological research,2019,2,NA
30643520,International journal of pediatrics,2018,1,PMC6311279
30643906,Microbiology resource announcements,2019,1,PMC6328679
30646326,JAMA network open,2018,12,PMC6324360
30646871,BMC public health,2019,1,PMC6334433
30646916,Human resources for health,2019,1,PMC6332838
30647691,Journal genetic engineering & biotechnology,2017,12,PMC6296579
30647714,Journal genetic engineering & biotechnology,2018,6,PMC6296589
30648484,Thyroid : official journal of the American Thyroid Association,2019,2,NA
30649381,The Journal of infectious diseases,2019,5,NA
30650085,PloS one,2019,1,PMC6334991
30651723,International journal of integrated care,2018,10,PMC6333163
30652381,Head & neck,2019,6,NA
30653490,PLoS neglected tropical diseases,2019,1,PMC6336227
3065464,Journal of neurology,1988,9,NA
30657915,Journal of economic entomology,2019,3,NA
30657921,Genome biology and evolution,2019,3,PMC6402313
30658639,BMC health services research,2019,1,PMC6339322
30659457,Tropical animal health and production,2019,6,NA
30660798,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,2019,4,NA
30664552,JBI database of systematic reviews and implementation reports,2019,2,NA
30665729,Journal of the American Society of Echocardiography : official publication of the American Society of Echocardiography,2019,3,NA
30666743,Head & neck,2019,3,NA
30668136,AIDS care,2018,8,PMC6430645
30669313,Nutrients,2019,1,PMC6356635
30670032,Malaria journal,2019,1,PMC6343364
30670602,Plant physiology,2019,4,PMC6446757
30671034,Frontiers in microbiology,2018,1,PMC6332807
30671427,Frontiers in public health,2018,1,PMC6331399
30673744,PloS one,2019,1,PMC6343966
30675984,Journal of the International AIDS Society,2019,1,PMC6344908
30676696,Maternal & child nutrition,2019,7,NA
30677048,PloS one,2019,1,PMC6345501
30677344,Plant disease,2017,3,NA
30678175,Nutrients,2019,1,PMC6413067
30678595,Plant disease,2017,8,NA
30680162,Food science & nutrition,2019,1,PMC6341140
30680191,Journal of animal science and biotechnology,2019,1,PMC6343244
30680789,The International journal of health planning and management,2019,4,NA
30682285,Plant disease,2016,6,NA
30682610,The Science of the total environment,2019,4,NA
30684224,Tropical animal health and production,2019,6,PMC6520318
30686191,Plant disease,2016,7,NA
30686268,BMC medicine,2019,1,PMC6348640
30686907,African journal of health sciences,NA,NA,PMC6345175
30687382,Frontiers in genetics,2018,1,PMC6334160
30687525,BMJ global health,2019,1,PMC6326299
3068845,Transactions of the Royal Society of Tropical Medicine and Hygiene,1988,1,NA
3068855,Transactions of the Royal Society of Tropical Medicine and Hygiene,1988,1,NA
30688571,Plant disease,2016,1,NA
30689511,Global public health,2019,9,PMC6816491
30689775,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2019,8,PMC6669286
30690496,Nicotine & tobacco research : official journal of the Society for Research on Nicotine and Tobacco,2019,11,PMC6861831
30690903,Maternal & child nutrition,2019,7,NA
30691447,BMC health services research,2019,1,PMC6348645
30692692,Nature biotechnology,2019,2,NA
30692880,Food & nutrition research,2019,1,PMC6338663
30692996,Frontiers in immunology,2018,1,PMC6340286
30694143,Plant disease,2016,2,NA
30696446,BMC health services research,2019,1,PMC6350356
30696449,BMC medicine,2019,1,PMC6352425
30696752,Sexually transmitted infections,2019,9,PMC7053826
30698115,The Proceedings of the Nutrition Society,2019,11,NA
30698696,Health policy and planning,2019,2,PMC6479825
30699207,PloS one,2019,1,PMC6353544
30700299,International journal for equity in health,2019,1,PMC6352384
30700709,Nature communications,2019,1,PMC6353986
30701079,Pilot and feasibility studies,2019,1,PMC6347792
30701251,Microbiology resource announcements,2019,1,PMC6346200
30702501,Journal of orthopaedic trauma,2019,6,NA
30703281,Molecular ecology resources,2019,7,NA
30704270,AIDS care,2019,9,PMC6625933
30704455,BMC veterinary research,2019,1,PMC6357393
30704666,Clinical radiology,2019,5,NA
30705394,International journal of obesity (2005),2019,4,PMC6445763
30705692,International journal of mental health systems,2019,1,PMC6348676
30706056,Gates open research,2018,1,PMC6350506
30708110,Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association,2019,10,PMC6682466
30709088,International journal of health policy and management,2018,12,PMC6358659
30709344,BMC women's health,2019,2,PMC6359762
30710531,Acta tropica,2019,1,PMC6461134
30712212,Environmental science and pollution research international,2019,3,NA
30712476,Global health action,2019,1,PMC6366403
30713368,Food control,2019,2,PMC6251936
30713577,Evidence-based complementary and alternative medicine : eCAM,2019,1,PMC6332960
30714021,AAS open research,2018,4,PMC6358001
30717215,Toxins,2019,2,PMC6409632
30717714,BMC public health,2019,2,PMC6360661
30718855,Nature ecology & evolution,2019,3,NA
30718979,TheScientificWorldJournal,2019,1,PMC6334318
30720846,Cardiovascular journal of Africa,NA,NA,NA
30720891,Journal of traumatic stress,2019,2,PMC6386584
30721233,PloS one,2019,1,PMC6363169
30722237,Plant disease,2013,4,NA
30722363,Plant disease,2013,3,NA
30722524,Plant disease,2013,7,NA
30726269,PloS one,2019,1,PMC6364965
30726279,PloS one,2019,1,PMC6364917
30727189,Plant disease,2012,9,NA
30727213,Plant disease,2012,7,NA
30727337,Plant disease,2012,10,NA
30727846,Women & health,2019,9,PMC6685772
30727995,BMC pregnancy and childbirth,2019,2,PMC6366026
30728388,Scientific reports,2019,2,PMC6365519
30729101,Frontiers in pediatrics,2018,1,PMC6351458
30729184,Communications biology,2019,1,PMC6355771
30729929,Annals of African medicine,NA,NA,PMC6380117
30731910,Plant disease,2011,6,NA
30732039,Plant disease,2011,9,NA
30732642,Parasites & vectors,2019,2,PMC6367841
30732649,Journal of health population and nutrition,2019,2,PMC6367795
30732850,Lancet (London England),2019,2,NA
30733998,Journal of HIV and AIDS,2018,1,PMC6363125
30734698,The American journal of tropical medicine and hygiene,2019,2,NA
30735814,Infection genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases,2019,4,PMC6403450
30736701,Rural and remote health,2019,2,NA
30736723,Acta cardiologica,2020,2,NA
30736863,Veterinary research,2019,2,PMC6368817
30737461,Scientific reports,2019,2,PMC6368535
30737553,World journal of surgery,2019,8,NA
30739265,Journal of religion and health,2019,10,NA
30739678,Lancet (London England),2019,2,NA
30739691,Lancet (London England),2019,2,NA
30739850,The Science of the total environment,2019,1,NA
30739968,International journal of behavioral development,2019,1,PMC6364858
30739973,Crop protection (Guildford Surrey),2019,1,PMC6358137
30739974,Land use policy,2019,2,PMC6358052
30739979,Agricultural systems,2018,11,PMC6358146
30742614,PLoS neglected tropical diseases,2019,2,PMC6386409
30742669,PloS one,2019,1,PMC6370290
30743218,International journal of surgery case reports,2019,1,PMC6369133
30743908,The Science of the total environment,2019,4,PMC6854458
30744603,BMC infectious diseases,2019,2,PMC6369550
30744665,Parasites & vectors,2019,2,PMC6369554
30744697,Reproductive health,2019,2,PMC6371458
30744962,The Lancet. Infectious diseases,2019,3,PMC6482382
30745253,Trends in ecology & evolution,2019,4,NA
30748118,Maternal & child nutrition,2019,1,PMC6635904
30748122,Maternal & child nutrition,2019,1,PMC6594063
30753251,The American journal of clinical nutrition,2019,8,PMC6669055
3075443,Annals of tropical medicine and parasitology,1988,8,NA
30754517,Plant disease,2010,4,NA
30754537,Plant disease,2009,9,NA
30755192,BMC public health,2019,2,PMC6373063
30755740,Nature,2019,2,NA
30756079,International journal of food science,2019,1,PMC6348921
3075866,Advances in experimental medicine and biology,1988,1,NA
30759103,PloS one,2019,1,PMC6373901
30759107,PloS one,2019,1,PMC6373906
30759516,Plant disease,2009,12,NA
30759722,International journal of environmental research and public health,2019,2,PMC6388216
30761177,Frontiers in plant science,2018,1,PMC6363715
30762904,The International journal of health planning and management,2019,4,PMC6618067
30763364,PloS one,2019,1,PMC6375668
30764215,Plant disease,2009,4,NA
30764553,International journal of environmental research and public health,2019,2,PMC6388230
30765191,Ticks and tick-borne diseases,2019,4,PMC6446184
30766561,African health sciences,2018,12,PMC6354861
30766972,Journal of immunological sciences,2018,7,PMC6372060
30767004,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2019,2,PMC6376148
30768490,Journal of acquired immune deficiency syndromes (1999),2019,5,PMC6889809
3076997,Transactions of the Royal Society of Tropical Medicine and Hygiene,1988,1,NA
30771616,International journal for parasitology. Drugs and drug resistance,2019,4,PMC6376154
30771896,Preventive veterinary medicine,2019,3,NA
30774265,Veterinary world,2018,12,PMC6362335
30774544,World journal of nuclear medicine,NA,NA,PMC6357716
30774853,MedChemComm,2019,1,PMC6349065
30774938,Journal of global health,2019,6,PMC6370979
30776686,Thrombosis research,2019,4,NA
30776954,Journal of the International Association of Providers of AIDS Care,NA,NA,PMC6748528
30779264,Developmental science,2019,9,NA
30779738,PLoS medicine,2019,2,PMC6380547
30779756,PloS one,2019,1,PMC6380597
30780647,Plant disease,2007,9,NA
30781266,Plant disease,2006,6,NA
30781529,Nutrients,2019,2,PMC6413054
30781776,Toxins,2019,2,PMC6409615
30782491,Vaccine,2019,3,NA
30782697,BMJ open,2019,1,PMC6352789
30782721,BMJ open,2019,1,PMC6340423
30782795,Proceedings of the National Academy of Sciences of the United States of America,2019,3,PMC6410884
30782801,Proceedings of the National Academy of Sciences of the United States of America,2019,3,PMC6410815
30782936,BMJ open,2019,2,PMC6377543
30783173,Scientific reports,2019,2,PMC6381085
30783563,PeerJ,2019,1,PMC6377593
30784311,Archives of animal nutrition,2019,4,NA
30784626,The Lancet. Global health,2019,3,NA
30784629,The Lancet. Global health,2019,3,NA
30784634,The Lancet. Global health,2019,3,PMC6379823
30785189,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2019,11,PMC6861607
30786499,Plant disease,2006,1,NA
30786854,BMC microbiology,2019,2,PMC6383259
30787074,BMJ open,2019,2,PMC6398787
30787142,Journal of clinical microbiology,2019,1,PMC6497999
30787300,Nature communications,2019,2,PMC6382840
3078864,Progress in veterinary microbiology and immunology,1988,1,NA
30788655,Journal of chemical ecology,2019,4,PMC6476851
30788910,Zoonoses and public health,2019,5,PMC6563451
30789208,Health policy and planning,2019,3,PMC6481284
30789910,PLoS neglected tropical diseases,2019,2,PMC6400407
30791951,BMC public health,2019,2,PMC6385453
30793019,One health (Amsterdam Netherlands),2019,6,PMC6370595
30793315,The Journal of pharmacy and pharmacology,2019,6,NA
30793689,The American journal of tropical medicine and hygiene,2019,4,PMC6447136
30793691,The American journal of tropical medicine and hygiene,2019,4,PMC6447135
30793694,The American journal of tropical medicine and hygiene,2019,4,PMC6447128
30793695,The American journal of tropical medicine and hygiene,2019,4,PMC6447118
30793696,The American journal of tropical medicine and hygiene,2019,4,PMC6447112
30794592,PloS one,2019,1,PMC6386489
30796816,The Journal of infectious diseases,2019,6,PMC6548899
30798433,Tropical animal health and production,2019,7,NA
30798666,Journal of the International Association of Providers of AIDS Care,NA,NA,PMC6503317
30799144,The Lancet. Global health,2019,4,NA
30799959,International journal of women's health,2019,1,PMC6369839
30800286,F1000Research,2018,1,PMC6367659
30801995,Influenza and other respiratory viruses,2019,5,PMC6468068
30802248,PLoS neglected tropical diseases,2019,2,PMC6405169
30802269,PloS one,2019,1,PMC6388925
30805926,Journal of fish diseases,2019,1,NA
30806665,International health,2020,1,PMC6964219
30807481,Journal of acquired immune deficiency syndromes (1999),2019,4,PMC6410970
30807589,PLoS medicine,2019,2,PMC6390989
30807618,BMC proceedings,2019,1,PMC6366023
30809876,Journal of viral hepatitis,2019,7,NA
30810351,AIDS care,2019,10,PMC6663595
30811344,The international journal of biostatistics,2019,2,PMC6710167
30811510,PloS one,2019,1,PMC6392277
30813972,Journal of helminthology,2019,2,NA
30814543,Scientific reports,2019,2,PMC6393479
30814567,Scientific reports,2019,2,PMC6393457
30814666,Scientific reports,2019,2,PMC6393673
30814843,Environmental health insights,2019,1,PMC6381438
30815583,BMJ paediatrics open,2019,1,PMC6361365
30815830,Diabetes therapy : research treatment and education of diabetes and related disorders,2019,4,PMC6437255
30816614,Tropical medicine & international health : TM & IH,2019,5,NA
30817776,PLoS neglected tropical diseases,2019,2,PMC6394908
30818339,PLoS neglected tropical diseases,2019,2,PMC6413956
30819152,BMC veterinary research,2019,2,PMC6396541
30820122,Indian journal of palliative care,NA,NA,PMC6388610
30820728,Journal of youth and adolescence,2019,4,NA
30820836,Virologica Sinica,2019,2,PMC6420511
30821509,Biomarkers : biochemical indicators of exposure response and susceptibility to chemicals,2019,6,NA
30822339,PLoS medicine,2019,3,PMC6396901
30822344,PloS one,2019,1,PMC6396920
30823001,Plant disease,2002,1,NA
30823302,Plant disease,2001,10,NA
30823473,Insects,2019,2,PMC6468387
30823886,Trials,2019,3,PMC6397480
30827036,Maternal & child nutrition,2019,7,PMC6618016
30827660,Food chemistry,2019,7,NA
30828102,Geoderma,2019,3,PMC6358122
30828358,International journal of agricultural sustainability,2019,1,PMC6382285
30830952,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2019,8,PMC6695508
30831794,Plant disease,2001,12,NA
30832335,Animals : an open access journal from MDPI,2019,3,PMC6466135
30832573,BMC evolutionary biology,2019,3,PMC6399835
30832678,Implementation science : IS,2019,3,PMC6398235
30836216,Phytomedicine : international journal of phytotherapy and phytopharmacology,2019,1,NA
30836611,International journal of environmental research and public health,2019,3,PMC6427674
30837846,Frontiers in neuroanatomy,2019,1,PMC6382687
30838664,Vox sanguinis,2019,1,PMC6563499
30839863,Infectious Disease Modelling,2018,1,PMC6326217
30840672,PloS one,2019,1,PMC6402674
30841878,BMC public health,2019,3,PMC6404343
30841900,Human resources for health,2019,3,PMC6404312
30842790,Frontiers in genetics,2019,1,PMC6391339
30843068,Health policy and planning,2019,3,PMC6481282
30843638,Tropical medicine & international health : TM & IH,2019,5,PMC6499672
30843764,Journal of biological dynamics,2019,12,NA
30845454,Plant disease,1999,1,NA
30845573,Plant disease,1999,8,NA
30845902,Global health action,2018,1,PMC6407581
30846772,Scientific reports,2019,3,PMC6405918
30847123,Food science & nutrition,2019,2,PMC6392869
30847409,Parasite epidemiology and control,2019,2,PMC6378851
30849125,PloS one,2019,1,PMC6407840
30849172,The Journal of infectious diseases,2019,3,NA
30849992,Reproductive health,2019,3,PMC6408802
30850409,BMJ open,2019,3,PMC6430021
30850827,Poultry science,2019,7,PMC6591685
30858323,Proceedings of the National Academy of Sciences of the United States of America,2019,3,PMC6442627
30858916,The Pan African medical journal,2018,1,PMC6379556
30859137,Global health research and policy,2019,1,PMC6394000
30860010,The American journal of tropical medicine and hygiene,2019,5,PMC6493958
30860013,The American journal of tropical medicine and hygiene,2019,5,PMC6493965
30860992,PLoS neglected tropical diseases,2019,3,PMC6413899
30862316,BMC medicine,2019,3,PMC6415347
30862610,Archives of disease in childhood,2019,9,NA
30863388,Frontiers in microbiology,2019,1,PMC6399203
30863414,Frontiers in plant science,2019,1,PMC6399475
30863776,International journal of food science,2019,1,PMC6378783
30866848,BMC pregnancy and childbirth,2019,3,PMC6416971
30866894,BMC public health,2019,3,PMC6415345
30866935,Malaria journal,2019,3,PMC6417063
30867498,Scientific reports,2019,3,PMC6416346
30868359,Virologica Sinica,2019,6,PMC6599505
30870883,Plant disease,1997,2,NA
30871413,Global public health,2019,10,PMC6702055
30871485,BMC infectious diseases,2019,3,PMC6419495
30871509,BMC infectious diseases,2019,3,PMC6419372
30871668,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,2019,3,NA
30873813,Annals of global health,2018,4,PMC6586907
30875544,Social science & medicine (1982),2019,5,PMC6717516
30876706,Lancet (London England),2019,3,PMC6429986
30877581,AIDS and behavior,2020,1,PMC6745277
30877744,Poultry science,2019,7,PMC6591683
30879408,Journal of the American Heart Association,2019,3,PMC6475058
30879511,The Lancet. Global health,2019,4,NA
30880339,The Journal of infectious diseases,2019,3,NA
30881324,Frontiers in psychology,2019,1,PMC6405510
30882493,AIDS (London England),2019,4,PMC6426340
30883519,Therapeutic drug monitoring,2019,4,NA
30885192,BMC veterinary research,2019,3,PMC6423779
30885271,BMC research notes,2019,3,PMC6423862
30886531,Biodiversity data journal,2019,1,PMC6420472
30888142,ACS applied materials & interfaces,2019,4,NA
30889904,Genes,2019,3,PMC6471685
30889965,Research in sports medicine (Print),NA,NA,NA
30890045,Women & health,NA,NA,NA
30890179,Malaria journal,2019,3,PMC6423776
30891162,Infection ecology & epidemiology,2019,1,PMC6419621
30891366,PeerJ,2019,1,PMC6422016
30891509,Heliyon,2019,2,PMC6401524
30894010,AIDS care,2019,11,NA
30895864,Plant disease,2019,1,NA
30896260,Natural product research,2019,3,NA
30897082,PLoS neglected tropical diseases,2019,3,PMC6445458
30897090,PLoS neglected tropical diseases,2019,3,PMC6445470
30897125,PloS one,2019,1,PMC6428280
30897762,International journal of environmental research and public health,2019,3,PMC6466070
30897938,AIDS care,2018,8,NA
30898136,Human resources for health,2019,3,PMC6429801
30899150,Environmental health insights,2019,1,PMC6419249
30899568,BMJ global health,2019,1,PMC6407528
30899571,BMJ global health,2019,1,PMC6407556
30899830,Heliyon,2019,3,PMC6407157
30900069,Archives of virology,2019,6,NA
30901050,JAMA network open,2019,3,PMC6583281
30901343,PloS one,2019,1,PMC6430374
30902620,Acta tropica,2019,6,NA
30904051,Kidney international,2019,4,NA
30904263,Lancet (London England),2019,3,NA
30904521,The Lancet. Global health,2019,1,NA
30906415,Evidence-based complementary and alternative medicine : eCAM,2019,1,PMC6398037
30906736,Frontiers in public health,2019,1,PMC6418030
30906883,Wellcome open research,2019,1,PMC6426078
30906884,Wellcome open research,2019,1,PMC6419976
30906930,EClinicalMedicine,NA,NA,PMC6428441
30908145,Journal of global oncology,2019,3,PMC6449073
30908499,PloS one,2019,1,PMC6433255
30908555,PloS one,2019,1,PMC6433243
30909867,BMC infectious diseases,2019,3,PMC6434623
30910323,Lancet (London England),2019,4,NA
30911048,Scientific reports,2019,3,PMC6434039
30911126,Nature microbiology,2019,6,NA
30911595,One health (Amsterdam Netherlands),2019,6,PMC6416412
30911597,One health (Amsterdam Netherlands),2019,6,PMC6416407
30911886,Planta,2019,9,NA
30913897,AIDS care,2019,12,NA
30916475,International wound journal,2019,8,NA
30916661,JMIR research protocols,2019,3,PMC6456823
30917117,PLoS neglected tropical diseases,2019,3,PMC6453472
30917121,PloS one,2019,1,PMC6436767
30917161,PloS one,2019,1,PMC6436713
30918405,Nature,2019,4,PMC6784864
30918558,The Pan African medical journal,2018,1,PMC6430841
30918572,The Pan African medical journal,2018,1,PMC6430948
30919322,Tropical animal health and production,2019,9,NA
30919881,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2020,1,NA
30921335,PloS one,2019,1,PMC6438502
30922262,BMC pregnancy and childbirth,2019,3,PMC6437922
30922799,Acta tropica,2019,6,NA
30923217,Science (New York N.Y.),2019,3,NA
30924731,Health systems and reform,2019,1,NA
30925281,Cancer epidemiology,2019,6,PMC6559237
30926303,The Lancet. Global health,2019,1,PMC6465958
30926870,Scientific reports,2019,3,PMC6440968
30929129,Prevention science : the official journal of the Society for Prevention Research,2019,10,NA
30929288,Cytopathology : official journal of the British Society for Clinical Cytology,2019,9,NA
30931145,BJR case reports,2018,12,PMC6438394
30931683,Journal of the International Association of Providers of AIDS Care,NA,NA,PMC6748522
30932868,JMIR public health and surveillance,2019,4,PMC6462887
30932954,AIDS (London England),2019,7,PMC6546533
30932957,AIDS (London England),2019,7,PMC6746576
30933856,American heart journal,2019,6,PMC6543876
30934573,Toxins,2019,3,PMC6468655
30934941,Insects,2019,3,PMC6523282
30936839,Frontiers in psychiatry,2019,1,PMC6432896
30937486,Advances in biochemical engineering/biotechnology,2019,4,NA
30938435,The Journal of infectious diseases,2019,7,PMC6603968
30939261,Functional plant biology : FPB,2018,1,NA
30940139,Malaria journal,2019,4,PMC6444593
30940271,Public health nutrition,2019,8,PMC6570617
30941212,Nursing research and practice,2019,1,PMC6420979
30941597,Human nature (Hawthorne N.Y.),2019,6,NA
30942780,Journal of water and health,2019,4,wh_2019_282
30942853,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2020,1,NA
30943236,PloS one,2019,1,PMC6447186
30943319,Developmental science,2019,9,NA
30943975,BMC public health,2019,4,PMC6448214
30944504,World development,2019,4,PMC6358116
30945031,AIDS and behavior,2019,12,NA
30945155,Tropical animal health and production,2019,7,PMC6597593
30945339,Pediatric allergy and immunology : official publication of the European Society of Pediatric Allergy and Immunology,2019,8,NA
30945976,Human vaccines & immunotherapeutics,2019,1,PMC6930044
30946148,AIDS (London England),2019,5,PMC6635101
30947179,Cardiology,2019,1,NA
30950310,Journal of health organization and management,2019,3,PMC6776117
30951548,PloS one,2019,1,PMC6450615
30951582,Environmental entomology,2019,6,NA
30952501,Vaccine,2019,10,NA
30954253,Journal of dairy science,2019,6,NA
30956658,Advances in virology,2019,1,PMC6425320
30957420,Journal of the International AIDS Society,2019,4,PMC6452026
30957768,BMJ (Clinical research ed.),2019,3,PMC6434514
30958031,International journal of environmental health research,2019,4,NA
30958868,PloS one,2019,1,PMC6453477
30959526,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2020,2,PMC6942635
30961546,BMC microbiology,2019,4,PMC6454682
30961906,Lancet (London England),2019,5,NA
30962152,Paediatric respiratory reviews,2020,2,NA
30964803,Journal of acquired immune deficiency syndromes (1999),2019,5,NA
30964859,PloS one,2019,1,PMC6456185
30966952,Journal of the Royal Society Interface,2019,4,PMC6505554
30967606,Scientific reports,2019,4,PMC6456610
30970491,The Science of the total environment,2019,1,NA
30971802,Nature human behaviour,2019,4,NA
30972751,The Journal of animal ecology,2019,7,PMC6957333
30973872,PLoS neglected tropical diseases,2019,4,PMC6459486
30974177,Journal of virological methods,2019,7,NA
30974234,Journal of pain and symptom management,2019,7,NA
30975142,BMC health services research,2019,4,PMC6460539
30975758,Proceedings of the National Academy of Sciences of the United States of America,2019,4,PMC6500138
30975813,Microbiology resource announcements,2019,4,PMC6460036
