PMID	DOI	PMCID
31708144	10.1016/S2214-109X(19)30443-7	PMC7033368
31708182	10.1016/j.vaccine.2019.10.077	NA
31708646	10.4137/RRt.s13267	PMC6839413
31708804	10.3389/fpsyt.2019.00697	PMC6824151
31708964	10.3389/fgene.2019.01003	PMC6822600
31709527	10.1002/ijgo.13028	NA
31709786	10.24272/j.issn.2095-8137.2020.007	NA
31712089	10.1016/j.ijid.2019.11.004	NA
31713106	10.1007/s10329-019-00766-5	NA
31714141	10.4102/ojvr.v86i1.1781	PMC6852549
31715207	10.1016/j.mimet.2019.105776	NA
31715335	10.1016/j.comppsych.2019.152128	PMC6945113
31715524	10.1016/j.jcv.2019.104202	NA
31715529	10.1016/j.jcrc.2019.09.021	NA
31717109	10.11646/zootaxa.4609.2.6	NA
31718642	10.1186/s12911-019-0947-0	PMC6852777
31719140	10.1128/mSystems.00511-19	NA
31719836	10.1186/s13007-019-0512-y	PMC6839154
31720385	10.1016/j.jctube.2018.01.002	PMC6830151
31720392	10.1016/j.jctube.2018.04.005	PMC6830184
31720394	10.1016/j.jctube.2018.05.001	PMC6830120
31721082	10.1007/s13365-019-00806-2	NA
31722148	10.1056/NEJMp1909017	NA
31725431	10.1097/QAD.0000000000002427	PMC7046088
31725434	10.1097/QAD.0000000000002437	NA
31726058	10.1016/j.ijpara.2019.09.001	NA
31726303	10.1016/j.scitotenv.2019.134925	NA
31727439	10.1016/j.psychres.2019.112569	NA
31727697	10.1128/MRA.00730-19	PMC6856263
31727836	10.1126/science.aay5945	NA
31728346	10.4103/jrpp.JRPP_18_68	PMC6830017
31728453	10.1186/s13065-019-0644-1	PMC6842190
/fdz112	10.1093/pubmed/fdz112	NA
31728795	10.1007/s10393-019-01453-z	PMC6910896
31728952	10.1007/s11356-019-06730-6	NA
31731141	10.1016/j.ijfoodmicro.2019.108376	NA
31731998	10.1016/j.jspd.2019.04.004	NA
31732171	10.1016/j.envres.2019.108898	NA
31732504	10.1534/g3.119.400620	PMC6945028
31733075	10.1111/imr.12822	PMC6972598
31733478	10.1016/j.jenvman.2019.109752	NA
3173429	10.1016/0166-6851(88)90103-x	NA
31734688	10.1093/cid/ciz1103	NA
31734938	10.1007/s13555-019-00342-1	PMC6994574
31735539	10.1016/j.clnu.2019.10.030	NA
31736995	10.3389/fpls.2019.01340	PMC6829579
31738324	10.1097/INF.0000000000002511	NA
31740409	10.1016/S2352-4642(19)30374-8	NA
31740932	10.1093/jas/skz352	PMC6915217
31741443	10.1016/S0140-6736(19)32680-7	NA
31742234	10.1186/s41256-019-0124-0	PMC6849318
3174238	10.1017/s0031182000066737	NA
31743375	10.1371/journal.pone.0225194	PMC6863537
31743859	10.1016/j.drugpo.2019.10.003	NA
31743899	10.1159/000503671	NA
31744045	10.3390/insects10110410	PMC6920753
31744266	10.3390/jcm8112009	PMC6912763
31746311	10.4269/ajtmh.19-0279	PMC6947802
31747411	10.1371/journal.pntd.0007886	NA
31747807	10.1080/10253890.2019.1696305	NA
31747850	10.1080/16549716.2019.1689721	PMC6882463
31748534	10.1038/s41408-019-0252-2	PMC6868231
31748995	10.1007/s11356-019-06525-9	PMC6994457
31749840	10.3389/fgene.2019.01080	PMC6844187
31751377	10.1371/journal.pone.0224749	PMC6872147
31752274	10.3390/ijerph16224572	NA
31752872	10.1186/s12913-019-4708-7	PMC6873397
31754527	10.4102/sajr.v23i1.1667	PMC6837820
31755021	10.1007/s10886-019-01123-y	NA
31755824	10.1080/02640414.2019.1692415	NA
31756189	10.1371/journal.pntd.0007822	PMC6897421
31756242	10.1371/journal.pone.0225642	PMC6874324
31756291	10.1111/mcn.12913	NA
31756512	10.1016/j.meegid.2019.104121	NA
31756808	10.1016/j.scitotenv.2019.133634	NA
31758384	10.1007/s11250-019-02112-9	NA
31759120	10.1016/j.ygeno.2019.11.011	NA
31759421	10.1016/j.gie.2019.08.022	NA
31759619	10.1016/j.jhevol.2019.102694	NA
31760952	10.1186/s12916-019-1464-9	PMC6876098
31761000	10.1016/j.jadohealth.2019.09.010	NA
31761001	10.1016/j.jadohealth.2019.09.011	NA
31762525	10.1111/pbr.12744	PMC6853253
31762589	10.3897/phytokeys.135.46629	PMC6861334
31762689	10.4054/DemRes.2016.34.30	PMC6874411
31762899	10.11604/pamj.2019.34.31.17885	PMC6859030
31762905	10.11604/pamj.2019.34.38.18936	PMC6859033
31763679	10.1093/her/cyz032	PMC6991622
31764107	10.1097/QAD.0000000000002374	NA
31764108	10.1097/QAD.0000000000002354	NA
31764270	10.1097/QAI.0000000000002220	PMC6880809
31765383	10.1371/journal.pntd.0007488	PMC6901232
31765415	10.1371/journal.pntd.0007835	PMC6901231
31765417	10.1371/journal.pone.0225333	PMC6876888
31765422	10.1371/journal.pone.0224361	PMC6876988
31766874	10.1177/2515690X19883258	PMC6880035
31766987	10.1177/1077801219886380	NA
31767012	10.1186/s12916-019-1441-3	PMC6878715
31769388	10.4269/ajtmh.19-0365	PMC6947807
31771486	10.1024/1661-8157/a003397	NA
31772772	10.1155/2019/3106597	PMC6854959
31774234	10.1002/pbc.28087	NA
31774823	10.1371/journal.pone.0224353	PMC6881000
31774832	10.1371/journal.pone.0225452	NA
31774842	10.1371/journal.pone.0224791	NA
31775581	10.1080/19393210.2019.1690053	NA
31775837	10.1186/s13054-019-2619-y	PMC6882199
31775877	10.1186/s40249-019-0609-6	PMC6882336
3177740	10.4269/ajtmh.1988.39.267	NA
31778086	10.1080/03670244.2019.1691000	NA
31780099	10.1016/j.ijnurstu.2019.103453	NA
31781391	10.1155/2019/5173289	PMC6875169
31781619	10.1155/2019/5153482	PMC6855074
31781636	10.1155/2019/7056940	PMC6875204
31781714	10.5830/CVJA-2019-037	NA
31782636	10.29063/ajrh2019/v23i3.10	NA
31782966	10.1111/add.14903	NA
31783749	10.1186/s12889-019-7975-7	PMC6884792
31783753	10.1186/s12913-019-4759-9	PMC6884755
31783767	10.1186/s13071-019-3824-x	PMC6884800
31784860	10.1007/s10886-019-01122-z	NA
31786117	10.1016/S2214-109X(19)30457-7	PMC7024961
31786175	10.1016/S2352-3018(19)30294-2	NA
31786246	10.1016/j.ijid.2019.11.029	PMC6996151
/fdz152	10.1093/pubmed/fdz152	NA
31786611	10.1093/rpd/ncz264	NA
31787790	10.1111/pbr.12554	PMC6876654
31788213	10.1002/ece3.5750	PMC6875565
31788320	10.1186/s40738-019-0065-9	PMC6875032
31788558	10.1016/j.jctube.2019.100116	PMC6879975
31790408	10.1371/journal.pntd.0007925	PMC6907864
31791273	10.1186/s12879-019-4655-2	PMC6889180
31791358	10.1186/s12960-019-0426-9	PMC6889551
31792230	10.1038/s41598-019-54083-4	NA
31792246	10.1038/s41598-019-53969-7	NA
31794332	10.1080/03007995.2019.1700947	NA
31794518	10.1097/QAD.0000000000002445	NA
31794520	10.1097/QAD.0000000000002453	NA
31795739	10.1177/1073274819886930	PMC6893940
31795999	10.1186/s12889-019-7739-4	PMC6892244
31798006	10.1038/s41598-019-54989-z	PMC6892911
31798205	10.1016/j.worlddev.2019.104646	PMC6876675
31798942	10.1186/s40814-019-0510-x	PMC6884745
31800403	10.1097/QAD.0000000000002437	NA
31800588	10.1371/journal.pone.0224295	PMC6892498
31801562	10.1186/s12936-019-3032-3	PMC6891957
31802733	10.4269/ajtmh.19-0626	PMC7008345
31802925	10.2147/DMSO.S207427	PMC6827510
31803510	10.1136/bmjgh-2019-001809	PMC6882550
31803579	10.5588/pha.19.0002	PMC6827490
31803847	10.12688/wellcomeopenres.14909.2	PMC6871356
3180436	NA	NA
31805021	10.1097/PCC.0000000000002130	NA
31805127	10.1371/journal.pone.0226083	PMC6894798
31805887	10.1186/s12884-019-2653-4	PMC6896688
31806044	10.1186/s13104-019-4829-4	PMC6896259
31807107	10.2147/JHL.S226341	PMC6848989
31807212	10.3762/bjoc.15.270	PMC6880814
31807965	10.1007/s00604-019-4003-7	NA
31808025	10.1007/s10943-019-00955-y	NA
31808245	10.1111/1471-0528.16040	NA
31809324	10.1097/ALN.0000000000003070	NA
31809357	10.1097/QAI.0000000000002199	NA
31809358	10.1097/QAI.0000000000002198	PMC6903365
31809543	10.1182/bloodadvances.2019GS121566	PMC7034125
31809546	10.1182/bloodadvances.2019GS121537	PMC7034121
31809549	10.1182/bloodadvances.2019GS121620	PMC7034116
31809879	10.1016/j.addbeh.2019.106214	PMC6961811
31811597	10.1007/s10393-019-01458-8	NA
31811599	10.1007/s10393-019-01461-z	NA
31811960	10.1016/j.socscimed.2019.112698	PMC6983929
31812783	10.1016/j.acap.2019.12.002	NA
31813076	10.1007/s10461-019-02750-y	NA
31813837	10.1016/S2352-3018(19)30335-2	NA
31814312	10.1002/jia2.25423	PMC6900483
31815285	10.1093/jme/tjz233	NA
31817394	10.3390/pharmacy7040167	PMC6958324
31818323	10.1186/s13104-019-4830-y	PMC6902457
31818716	10.1016/S2352-3018(19)30337-6	PMC6936934
31819062	10.1038/s41467-019-13578-4	PMC6901486
31819292	10.2471/BLT.19.232702	PMC6883269
31820117	10.1007/s10661-019-7952-8	NA
31823692	10.1080/26410397.2019.1688917	NA
31823955	10.4103/aam.aam_5_19	PMC6918793
31824465	10.3389/fmicb.2019.02696	PMC6881279
31824533	10.3389/fpls.2019.01502	PMC6883373
31824667	10.12688/f1000research.20268.1	PMC6892383
31827520	10.1155/2019/6743065	PMC6881585
31828081	10.1155/2019/5246820	PMC6885258
31828207	10.1016/j.abrep.2019.100233	PMC6888770
31828435	10.1007/s10661-019-8001-3	NA
31828923	10.1111/tmi.13361	NA
31829046	10.1080/09638288.2019.1699174	NA
31829425	10.1093/infdis/jiz535	NA
31830061	10.1371/journal.pone.0225545	PMC6907840
31830102	10.1371/journal.pone.0226120	PMC6907763
31830799	10.1089/AID.2019.0264	NA
31830848	10.1080/09286586.2019.1700533	NA
31831071	10.1186/s12917-019-2197-x	PMC6909652
31831550	10.1136/bmjopen-2019-033601	PMC6924748
31834891	10.1371/journal.pone.0225167	PMC6910672
31835420	10.3390/toxins11120716	PMC6950711
31836513	10.1016/j.virusres.2019.197837	NA
31836742	10.1038/s41598-019-54348-y	PMC6911066
31836757	10.1038/s41598-019-55437-8	PMC6910941
31837036	10.1002/etc.4648	NA
31837398	10.1016/j.parint.2019.102038	NA
31837607	10.1016/j.prevetmed.2019.104863	NA
31839144	10.1016/S2214-109X(19)30453-X	NA
31839177	10.1016/j.ahj.2019.11.008	NA
31839311	10.1016/j.scitotenv.2019.134685	NA
31839690	10.1016/j.agsy.2019.02.003	PMC6886561
31840634	10.1017/S0031182019001653	NA
31841501	10.1371/journal.pntd.0006927	PMC6936870
31841540	10.1371/journal.pone.0226548	PMC6913973
31841555	10.1371/journal.pone.0226612	PMC6913922
3184254	10.1111/j.1365-2885.1988.tb00137.x	NA
31842872	10.1186/s12936-019-3061-y	PMC6915927
31842995	10.1186/s13071-019-3848-2	PMC6915983
31843827	10.1136/bmjopen-2019-031543	PMC6924758
31844192	10.1038/s41559-019-1067-z	NA
31844729	10.1016/j.heliyon.2019.e02800	PMC6895710
31844753	10.1016/j.heliyon.2019.e02881	PMC6895596
31844768	10.1016/j.heliyon.2019.e02921	PMC6895591
31844836	10.12688/aasopenres.12921.2	PMC6914359
31845128	10.1007/s10439-019-02435-6	NA
31845890	10.7554/eLife.50095	PMC6917487
31846079	10.1002/jsfa.10210	NA
31846206	10.1111/1471-0528.16047	NA
31846495	10.1371/journal.pone.0226617	PMC6917266
31847773	10.1098/rspb.2019.2097	PMC6939920
31848876	10.1007/s12550-019-00383-7	NA
31849036	10.1002/ijgo.13090	NA
31849422	10.14202/vetworld.2019.1599-1607	PMC6868257
31850398	10.12688/gatesopenres.12958.2	PMC6904887
31850686	10.1002/jia2.25419	PMC6918508
31851671	10.1371/journal.pone.0225805	PMC6980833
31852536	10.1186/s12889-019-8040-2	PMC6921564
31852600	10.1016/S0140-6736(19)32690-X	NA
31852605	10.1016/S0140-6736(19)32472-9	NA
31852697	10.1136/bmjopen-2019-031510	PMC6937069
31852740	10.9745/GHSP-D-19-00157	PMC6927831
31853160	10.1016/j.landusepol.2019.104091	PMC6894317
31853510	10.1016/j.heliyon.2019.e02924	PMC6911989
31853545	10.1093/jee/toz338	NA
31853552	10.1093/jisesa/iez124	PMC6920063
31855511	10.1080/07399332.2019.1703991	NA
31855611	10.4315/0362-028X.JFP-19-292	NA
31856196	10.1371/journal.pone.0226133	PMC6922368
31856245	10.1371/journal.pone.0226426	PMC6922405
31856747	10.1186/s12879-019-4657-0	PMC6923833
31856848	10.1186/s12961-019-0511-5	PMC6923846
31857297	10.1136/bmjopen-2018-028453	PMC6937094
31857665	10.1038/s41598-019-56348-4	PMC6923439
31858933	10.1017/S1368980019003409	NA
31860571	10.1097/LGT.0000000000000493	NA
31861452	10.3390/pathogens9010004	NA
31861984	10.1186/s12859-019-3250-2	PMC6923847
31864916	10.1016/S2214-109X(19)30541-8	PMC7025325
31865537	10.1007/s11250-019-02179-4	NA
31865926	10.1017/S0954579419001214	NA
31867465	10.1016/j.heliyon.2019.e02998	PMC6906677
31869385	10.1371/journal.pone.0227010	PMC6927641
31869666	10.1016/j.socscimed.2019.112726	NA
31870236	10.1177/0956462419881087	NA
31870325	10.1186/s12884-019-2673-0	PMC6929310
31871452	10.1155/2019/2985347	PMC6913164
31872230	10.1093/ije/dyz252	NA
31872774	10.1080/14786419.2019.1705816	NA
31873821	10.1007/s10653-019-00494-1	NA
31874184	10.1016/j.jaci.2019.12.890	NA
31874341	10.1016/j.scitotenv.2019.135344	NA
31874937	10.9745/GHSP-D-19-00195	PMC6927834
31876316	10.1002/ajp.23079	NA
31877962	10.3390/genes11010016	PMC7016728
31878946	10.1186/s12913-019-4846-y	PMC6933712
31881031	10.1371/journal.pone.0225877	PMC6934319
31881063	10.1371/journal.pone.0227107	PMC6934296
31881473	10.1016/j.scitotenv.2019.135149	NA
3188149	10.1016/0035-9203(88)90422-1	NA
31881652	10.3390/ijerph17010162	PMC6981508
3188171	10.1016/0035-9203(88)90475-0	NA
31881729	10.3390/plants9010037	NA
31882903	10.1038/s41598-019-56493-w	PMC6934816
31883526	10.1186/s12888-019-2395-x	PMC6935499
3188379	10.1007/bf00362790	NA
31885453	NA	PMC6927391
31885634	10.1155/2019/5092845	PMC6900945
31886019	10.1155/2019/2179718	PMC6925704
31918498	10.1002/(SICI)1098-2345(1996)39:3&lt;149::AID-AJP1&gt;3.0.CO;2-Z	NA
31918511	10.1002/(SICI)1098-2345(1996)40:1&lt;1::AID-AJP1&gt;3.0.CO;2-1	NA
31930407	10.1093/jee/tow283	NA
3193460	10.1002/jmor.1051970307	NA
31937018	10.1002/ajp.1350300207	NA
3194664	NA	NA
31948149	10.1002/ajp.1350260407	NA
3195045	10.1007/bf00343247	NA
3195049	10.1007/bf00343257	NA
31952415	10.1002/ajp.1350230102	NA
31952420	10.1002/ajp.1350220408	NA
31963997	10.1002/ajp.1350200105	NA
31964035	10.1002/ajp.1350180304	NA
31968857	10.1002/ajp.1350170102	NA
31968889	10.1002/ajp.1350150304	NA
3197248	NA	NA
31973506	10.1002/ajp.1350120207	NA
3197579	10.1007/bf02053819	NA
31979437	10.1002/ajp.1350110404	NA
31979475	10.1002/ajp.1350100405	NA
31979482	10.1002/ajp.1350100303	NA
31986789	10.1002/ajp.1350090304	NA
31986800	10.1002/ajp.1350080402	NA
31986819	10.1002/ajp.1350080204	NA
31991975	10.1002/ajp.1350030106	NA
31992010	10.1002/ajp.1350050109	NA
32009665	10.1007/s10681-017-2012-3	PMC6961509
32055234	10.1007/s10040-016-1516-6	PMC6991975
32055390	10.1186/s13570-017-0085-1	PMC6991982
32106637	10.1002/ajp.1350070404	NA
3213831	10.1002/aja.1001830308	NA
3213964	10.1002/ar.1092220206	NA
3217138	10.1017/s0031182000058807	NA
3225563	NA	NA
3225743	NA	NA
3227985	10.1111/j.1600-0447.1988.tb09000.x	NA
3232184	10.1016/0035-9203(88)90160-5	NA
3232187	10.1016/0035-9203(88)90163-0	NA
3238775	10.1007/bf02239995	NA
3248672	10.1016/0020-711x(88)90263-7	NA
3250337	10.1080/00034983.1988.11812237	NA
3252587	10.1016/0035-9203(88)90204-0	NA
3252588	10.1016/0035-9203(88)90206-4	NA
3252619	10.1016/0165-2427(88)90118-3	NA
3252762	10.1080/00034983.1988.11812264	NA
3254850	10.1159/000156367	NA
3256107	10.1016/0035-9203(88)90507-x	NA
3256112	10.1016/0035-9203(88)90522-6	NA
3259201	NA	PMC1454783
3262855	10.1111/j.1365-3024.1988.tb00228.x	NA
3278234	10.1056/NEJM198803173181101	NA
3287285	10.1017/s0031182000058388	NA
3287595	10.1111/j.1365-3083.1988.tb02381.x	NA
3314100	10.1136/vr.121.10.230	NA
3318515	10.4269/ajtmh.1987.37.445	NA
3318734	10.1080/00034983.1987.11812185	NA
3318735	10.1080/00034983.1987.11812192	NA
3318737	10.1080/00034983.1987.11812194	NA
3319612	10.1111/j.1432-1033.1987.tb13634.x	NA
3320889	10.1017/s0031182000057747	NA
3323477	10.1111/j.1550-7408.1987.tb03201.x	NA
3328347	10.1016/0035-9203(87)90425-1	NA
3335395	10.1007/bf00351089	NA
3345259	NA	NA
3354056	10.1007/bf02239641	NA
3355805	10.1136/bjo.72.3.196	PMC1041405
3362579	10.1017/s0031182000081634	NA
3373635	10.7589/0090-3558-24.2.308	NA
3375580	NA	NA
3376394	10.1136/vr.122.12.279	NA
3376417	10.1016/0378-1135(88)90044-2	NA
3377275	10.1111/j.1365-2052.1988.tb00784.x	NA
3384155	10.1016/0145-305x(88)90002-x	NA
3384534	10.1093/ije/17.1.174	NA
3387663	NA	NA
3387665	NA	NA
3388736	10.1016/0304-4017(88)90018-0	NA
3389040	10.1530/acta.0.1170477	NA
3391104	NA	NA
3393182	10.1056/NEJM198808043190504	NA
3395481	NA	NA
3401068	10.1080/00034983.1988.11812203	NA
3405633	10.1017/s0031182000080100	NA
3407013	NA	NA
3411148	10.1093/infdis/158.3.524	NA
3411637	10.1080/15287398809531183	NA
3414317	10.1530/acta.0.1190021	NA
3430412	10.1111/j.1550-7408.1987.tb03215.x	NA
3432951	NA	NA
3432952	NA	NA
3432953	NA	NA
3433128	10.1016/0277-9536(87)90126-2	NA
3437365	NA	NA
3440100	10.1111/j.1365-2125.1987.tb03249.x	PMC1386407
3445295	10.1016/0035-9203(87)90296-3	NA
3445343	10.1016/0035-9203(87)90422-6	NA
3445345	10.1016/0035-9203(87)90428-7	NA
3499017	10.1016/0041-3879(87)90024-9	NA
3500864	10.1002/eji.1830171230	NA
3501630	10.1016/0165-2427(87)90132-2	NA
3503652	10.1080/00034983.1987.11812181	NA
3509180	10.1590/s0074-02761987000800026	NA
3654336	NA	PMC1261678
3658977	10.1007/bf00538209	NA
3660448	10.1007/bf02239709	NA
3660452	10.1007/bf02239714	NA
3669129	NA	NA
3670893	10.1017/s0031182000057498	NA
3678449	10.1016/0014-4894(87)90058-0	NA
3685635	NA	NA
3685644	NA	NA
3686097	10.1016/0277-9536(87)90088-8	NA
3686105	10.1016/0277-9536(87)90103-1	NA
3686109	10.1016/0277-9536(87)90037-2	NA
3688468	10.1002/ar.1092190207	NA
3689029	10.1080/00034983.1987.11812184	NA
3689030	10.1080/00034983.1987.11812195	NA
3689031	10.1080/00034983.1987.11812196	NA
3689032	10.1080/00034983.1987.11812197	NA
3689033	10.1080/00034983.1987.11812199	NA
3689034	10.1080/00034983.1987.11812200	NA
3689035	10.1080/00034983.1987.11812186	NA
3689036	10.1080/00034983.1987.11812187	NA
3689037	10.1080/00034983.1987.11812188	NA
3689038	10.1080/00034983.1987.11812189	NA
3689039	10.1080/00034983.1987.11812190	NA
3689040	10.1080/00034983.1987.11812191	NA
3696176	10.1016/0166-6851(87)90091-0	NA
3696778	10.1017/s0031182000057966	NA
3696780	10.1017/s0031182000058017	NA
3917220	NA	NA
7481556	10.1111/j.1365-3083.1995.tb03690.x	NA
7482106	10.1097/00007435-199507000-00006	NA
7483227	10.1136/vr.137.1.17	NA
7486246	10.1111/j.1365-2052.1995.tb02663.x	NA
7490463	10.1016/0022-1759(95)00173-8	NA
7492332	10.1042/bj3120319	PMC1136262
7498001	NA	NA
7498014	NA	NA
7498017	NA	NA
7498027	NA	NA
7498031	NA	NA
7498032	NA	NA
7498037	NA	NA
7498041	NA	NA
7498043	NA	NA
7498105	NA	NA
7502492	10.1016/0165-2427(94)05367-2	NA
7506892	10.1080/02724936.1993.11747680	NA
7508654	10.1016/0165-2427(93)90176-5	NA
7508656	10.1016/0165-2427(93)90182-4	NA
7508658	10.1016/0165-2427(93)90184-6	NA
7518617	10.1016/0035-9203(94)90286-0	NA
7518808	NA	PMC302965
7536707	10.1016/0165-2478(94)90220-8	NA
7536922	10.1007/bf00932420	NA
7538510	NA	PMC228012
7543884	NA	PMC173485
7548937	10.1111/j.1365-2915.1995.tb00126.x	NA
7555886	NA	NA
7556557	10.1006/expr.1995.1104	NA
7557449	10.1016/0378-1119(95)00359-e	NA
7558386	10.1111/j.1365-2605.1995.tb00636.x	NA
7567099	10.1017/s0031182000081865	NA
7571326	10.1016/0304-4017(94)00722-o	NA
7571327	10.1016/0304-4017(94)00710-t	NA
7571332	10.1016/0304-4017(94)00739-y	NA
7572432	10.1016/0001-706x(95)00082-p	NA
7573718	10.4269/ajtmh.1995.53.303	NA
7582756	10.1177/102538239500200224	NA
7583442	10.1097/00042560-199512000-00009	NA
7584164	10.3109/09637489509012556	NA
7588137	NA	NA
7588138	NA	NA
7588147	NA	NA
7588148	NA	NA
7588151	NA	NA
7588152	NA	NA
7588153	NA	NA
7589863	10.1111/j.1469-8749.1995.tb12064.x	NA
7590981	10.1007/bf00179409	NA
7591533	NA	NA
7591999	NA	PMC1167431
7594488	NA	NA
7594703	10.1093/infdis/172.6.1461	PMC3358135
7595445	NA	NA
7596569	NA	NA
7596822	10.1093/nar/23.11.1942	PMC306967
7597783	10.1016/0304-4017(94)03120-l	NA
7599970	10.1016/0742-8413(94)00028-9	NA
7609988	10.1017/s003118200006457x	NA
7609989	10.1017/s0031182000064581	NA
7610432	10.1016/0277-9536(94)00250-w	NA
7615677	NA	NA
7616518	10.1093/jmedent/32.3.283	NA
7619122	10.1016/s0140-6736(95)90707-6	NA
7619670	10.1111/j.1365-2125.1995.tb04450.x	PMC1365005
7621709	10.1007/bf00051933	NA
7621752	NA	NA
7621757	NA	NA
7621760	NA	NA
7621872	10.1002/eji.1830250725	NA
7624282	10.1007/bf00931529	NA
7624283	10.1007/bf00931530	NA
7624293	10.1007/bf00931541	NA
7625108	10.1016/0264-410x(95)93128-v	NA
7625797	10.1128/aac.39.5.1107	PMC162692
7628248	10.1007/bf00132317	NA
7631669	10.1016/0002-9378(95)90180-9	NA
7636159	10.1017/s0022149x00014024	NA
7636202	NA	NA
7637803	10.1038/376565a0	NA
7639825	10.1016/0091-3057(93)90099-f	NA
7642126	10.1016/0378-1119(95)00304-o	NA
7644857	10.1002/sim.4780140806	NA
7649799	NA	PMC1166670
7650702	10.1093/jmedent/32.4.428	NA
7661396	10.1111/j.1365-2052.1995.tb03251.x	NA
7668920	10.1080/00034983.1995.11812954	NA
7672171	10.1016/0020-7292(95)02326-8	NA
7675529	10.1017/s0031182000064891	NA
7676902	10.1016/0001-706x(95)00074-o	NA
7676909	10.1016/0001-706x(94)00080-k	NA
7687500	NA	NA
7688101	10.1016/0166-6851(93)90225-m	NA
7692909	NA	NA
7694959	10.4269/ajtmh.1995.52.201	NA
7696371	10.1016/0731-7085(94)00105-7	NA
7698385	10.1016/0020-7292(94)02214-3	NA
7705242	NA	NA
7705252	NA	NA
7705256	NA	NA
7705532	10.1016/0020-7292(94)90571-1	NA
7707055	NA	NA
7709869	10.1016/0001-706x(94)90024-8	NA
7709873	10.1016/0001-706x(94)90028-0	NA
7723795	10.1056/NEJM199505253322102	NA
7726649	10.1007/bf00634343	NA
7729450	10.1007/bf02112615	NA
7729476	10.1006/expr.1995.1053	NA
7732650	10.1016/0304-4017(94)00667-2	NA
7740895	NA	NA
7750607	10.1016/s0015-0282(16)57618-3	NA
7752309	10.1111/j.1365-2885.1995.tb00553.x	NA
7754596	10.1136/vr.136.8.199	NA
7761687	10.1016/0034-5288(95)90062-4	NA
7763067	10.1136/adc.72.4.334	PMC1511241
7765572	10.1038/nbt1294-1400	NA
7766788	NA	NA
7769294	10.1093/infdis/171.6.1569	NA
7770947	10.1007/bf02236328	NA
7776299	NA	NA
7777332	NA	NA
7777334	NA	NA
7777335	NA	NA
7781558	NA	NA
7781562	NA	NA
7781564	NA	NA
7782431	10.1093/oxfordjournals.humrep.a135988	NA
7785528	10.1016/0001-706x(94)00081-b	NA
7787223	10.1111/j.1365-2915.1995.tb00172.x	NA
7787230	10.1111/j.1365-2915.1995.tb00179.x	NA
7789554	NA	NA
7790139	10.1111/j.1365-4362.1995.tb01590.x	NA
7796746	NA	NA
7796765	NA	NA
7796767	NA	NA
7796768	NA	NA
7796769	NA	NA
7806249	10.1089/hyb.1994.13.289	NA
7808475	10.1016/0166-6851(94)90152-x	NA
7810385	10.1016/0001-706x(94)90074-4	NA
7811863	10.1093/clinids/19.3.441	NA
7817017	10.1016/0034-5288(94)90068-x	NA
7818804	10.1111/j.1470-8744.1994.tb00322.x	NA
7821237	NA	NA
7821238	NA	NA
7821239	NA	NA
7821240	NA	NA
7821241	NA	NA
7821245	NA	NA
7821254	NA	NA
7821400	10.1006/expr.1995.1012	NA
7821972	NA	PMC1415023
7822014	NA	PMC173023
7828493	NA	NA
7828500	NA	NA
7830382	10.1258/002367794780745074	NA
7831093	10.1017/s0031182000076459	NA
7831759	10.1007/bf01839196	NA
7831760	10.1007/bf01839197	NA
7831761	10.1007/bf01839198	NA
7834266	10.1111/j.1467-7717.1994.tb00319.x	NA
7834399	NA	NA
7834402	NA	NA
7835251	NA	NA
7835252	NA	NA
7835255	NA	NA
7835258	NA	NA
7835263	NA	NA
7835265	NA	NA
7839928	NA	NA
7841491	10.1111/j.1365-2915.1994.tb00100.x	NA
7841497	10.1111/j.1365-2915.1994.tb00107.x	NA
7846527	10.1126/science.7846527	NA
7846562	10.1016/0277-9536(94)90079-5	NA
7846852	10.1016/0304-4017(94)90092-2	NA
7856710	10.1016/0002-9378(95)90597-9	NA
7858715	10.1016/0378-4347(94)00276-2	NA
7859661	NA	NA
7859664	NA	NA
7863267	10.1111/j.1365-3083.1995.tb03554.x	NA
7867140	NA	PMC2486729
7867542	NA	NA
7867545	NA	NA
7867546	NA	NA
7867549	NA	NA
7871925	NA	NA
7875086	NA	NA
7875087	NA	NA
7875090	NA	NA
7875092	NA	NA
7875095	NA	NA
7875098	NA	NA
7875100	NA	NA
7876618	10.1093/infdis/171.3.686	NA
7877852	10.1111/j.1365-3024.1993.tb00643.x	NA
7879376	10.1016/0304-4017(94)00647-U	NA
7879377	10.1016/0304-4017(94)00649-W	NA
7881276	NA	NA
7886753	10.1016/0035-9203(94)90202-x	NA
7886766	10.1016/0035-9203(94)90220-8	NA
7888530	10.1093/clinids/19.6.1034	NA
7890382	NA	PMC173144
7892708	NA	NA
7893173	10.1080/00034983.1994.11812910	NA
7893180	10.1080/00034983.1994.11812917	NA
7893182	10.1080/00034983.1994.11812919	NA
7893184	10.1080/00034983.1994.11812921	NA
7895869	10.1080/02652039409374265	NA
7898892	NA	NA
7899794	NA	NA
7899795	NA	NA
7902657	10.1016/0001-706x(93)90092-p	NA
7902666	10.1016/0001-706x(93)90101-g	NA
7902667	10.1016/0001-706x(93)90102-h	NA
7903133	10.1016/0001-706x(93)90043-b	NA
7903142	10.1016/0001-706x(93)90052-d	NA
7903237	NA	NA
7903238	NA	NA
7904799	10.1111/j.1365-2052.1993.tb00337.x	NA
7904930	NA	NA
7904931	NA	NA
