Pmid,Journal,Year,Month,Pmcid,Status
29752836,Tropical medicine & international health : TM & IH,2018,7,NA,closed
29753597,Lancet (London England),2018,6,NA,closed
29756384,Pest management science,2018,12,NA,closed
29757415,Journal of economic entomology,2018,8,NA,closed
29760095,Proceedings of the National Academy of Sciences of the United States of America,2018,5,PMC5984526,open
29760577,Clinical medicine insights. Pediatrics,2018,1,PMC5946588,open
29762306,JBI database of systematic reviews and implementation reports,2018,1,NA,closed
29764391,BMC pediatrics,2018,5,PMC5953400,open
29764412,BMC international health and human rights,2018,5,PMC5952842,open
29764416,BMC pregnancy and childbirth,2018,1,PMC5952618,open
29764419,Malaria journal,2018,1,PMC5952621,open
29764520,Journal of health population and nutrition,2018,5,PMC5952430,open
29764843,Blood advances,2018,5,PMC5965049,open
29766075,Trauma surgery & acute care open,2016,1,PMC5891709,open
29766119,Trauma surgery & acute care open,2017,1,PMC5887833,open
29766391,International journal of clinical pharmacy,2018,10,NA,closed
29767324,AIDS and behavior,2018,7,PMC6239971,open
29767325,AIDS and behavior,2018,9,PMC6239984,open
29767641,Journal of acquired immune deficiency syndromes (1999),2018,6,PMC5959049,open
29768107,Global health action,2018,1,PMC5965026,open
29769047,BMC pregnancy and childbirth,2018,1,PMC5956968,open
29769063,BMC pregnancy and childbirth,2018,1,PMC5956738,open
29770117,Frontiers in neurology,2018,1,PMC5940732,open
29770326,BioMed research international,2018,1,PMC5889905,open
29770360,Pathogens & immunity,2018,1,PMC5951172,open
29770367,Critical public health,2018,1,PMC5935049,open
29770944,Tropical animal health and production,2018,10,NA,closed
29771994,PloS one,2018,1,PMC5957373,open
29772280,Journal of pain and symptom management,2018,8,NA,closed
29773136,Veterinary parasitology,2018,1,NA,closed
29773516,The Lancet. Global health,2018,7,PMC6562300,open
29773962,Molecular breeding : new strategies in plant improvement,2018,1,PMC5945787,open
29774281,Parasite epidemiology and control,2017,1,PMC5952677,open
29776353,BMC psychiatry,2018,5,PMC5960084,open
29776359,Malaria journal,2018,1,PMC5960182,open
29776410,BMC public health,2018,5,PMC5960164,open
29777161,Scientific reports,2018,5,PMC5959898,open
29777645,African journal of reproductive health,2018,3,NA,closed
29777956,Social science & medicine (1982),2018,7,NA,closed
29778407,Marine pollution bulletin,2018,8,NA,closed
29779264,Tropical medicine & international health : TM & IH,2018,7,NA,closed
29779966,Current opinion in plant biology,2018,10,PMC6250980,open
29781064,Archives of virology,2018,9,NA,closed
29782696,BJOG : an international journal of obstetrics and gynaecology,2018,11,PMC6390492,open
29783949,BMC genomics,2018,1,PMC5963192,open
29783977,BMC medicine,2018,5,PMC5963150,open
29786943,Molecular ecology resources,2018,1,NA,closed
29788178,Journal of economic entomology,2018,8,NA,closed
29789618,Scientific reports,2018,5,PMC5964242,open
29789804,BioMed research international,2018,1,PMC5896333,open
29790315,Journal of experimental therapeutics & oncology,2018,1,NA,closed
29790840,Paediatrics and international child health,2018,11,PMC5972636,open
29790841,Paediatrics and international child health,2018,11,PMC5972638,open
29790845,Paediatrics and international child health,2018,11,PMC6021764,open
29790983,FEMS microbiology letters,2018,6,PMC5963300,open
29791745,Journal of clinical nursing,2018,11,NA,closed
29792180,BMC pregnancy and childbirth,2018,1,PMC5966855,open
29792207,Virology journal,2018,5,PMC5966901,open
29792760,Journal of wildlife diseases,2018,10,NA,closed
29794044,Proceedings. Biological sciences,2018,5,PMC5998097,open
29794277,Scandinavian journal of pain,2018,1,NA,closed
29794491,AIDS (London England),2018,6,PMC6834296,open
29794492,AIDS (London England),2018,6,PMC6146920,open
2979543,Medical and veterinary entomology,1987,7,NA,closed
2979547,Medical and veterinary entomology,1987,7,NA,closed
29796382,Global social welfare : research policy & practice,2018,3,PMC5962292,open
29800309,The Journal of infectious diseases,2018,9,PMC6129112,open
29800784,American heart journal,2018,8,NA,closed
29801485,International journal for equity in health,2018,5,PMC5970478,open
29801494,Harm reduction journal,2018,5,PMC5970466,open
2980176,Medical and veterinary entomology,1988,4,NA,closed
2980181,Medical and veterinary entomology,1988,7,NA,closed
2980182,Medical and veterinary entomology,1988,7,NA,closed
2980193,Medical and veterinary entomology,1988,10,NA,closed
29805197,Journal of psychopathology and behavioral assessment,2015,6,PMC5966035,open
29806038,Wellcome open research,2018,1,PMC5954342,open
29806129,Journal of fish diseases,2018,1,NA,closed
29807146,Brain research bulletin,2019,2,PMC6252289,open
29808161,International journal of food science,2018,1,PMC5902010,open
29808439,Virologica Sinica,2018,6,PMC6178555,open
29808615,Ultrasound in obstetrics & gynecology : the official journal of the International Society of Ultrasound in Obstetrics and Gynecology,2019,2,NA,closed
29808960,Tropical medicine & international health : TM & IH,2018,8,NA,closed
29843717,Malaria journal,2018,1,PMC5975267,open
29844995,PeerJ,2018,1,PMC5971098,open
29845545,Advances in experimental medicine and biology,NA,NA,NA,closed
29846599,Health policy and planning,2018,7,PMC6005116,open
29848006,AIDS care,2018,6,NA,closed
29848345,BMC public health,2018,5,PMC5975408,open
29849611,Advances in bioinformatics,2018,1,PMC5911333,open
29849725,Evidence-based complementary and alternative medicine : eCAM,2018,1,PMC5937616,open
29850243,Neurology research international,2018,1,PMC5932422,open
29851115,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,2018,1,PMC6001807,open
29851503,AIDS patient care and STDs,2018,6,PMC5982154,open
29851988,PloS one,2018,1,PMC5978990,open
29852008,PloS one,2018,1,PMC5978796,open
29852364,Child abuse & neglect,2018,8,NA,closed
29853293,International journal of hygiene and environmental health,2018,6,NA,closed
29853870,Advances in urology,2018,1,PMC5941772,open
29854209,AMIA ... Annual Symposium proceedings. AMIA Symposium,2017,1,PMC5977610,open
29854463,Emergency medicine international,2018,1,PMC5964574,open
29854851,Journal of immunology research,2018,1,PMC5952466,open
29854895,Data in brief,2017,12,PMC5972815,open
29855375,Parasites & vectors,2018,1,PMC5984310,open
29855975,AIDS and behavior,2018,7,PMC6128163,open
29856357,The Lancet. Infectious diseases,2018,6,NA,closed
29856872,PloS one,2018,1,PMC5983461,open
29858747,Journal of chemical ecology,2018,8,NA,closed
29859095,BMC women's health,2018,6,PMC5984781,open
29860920,Journal of medical economics,2018,9,NA,closed
29861398,International journal of hygiene and environmental health,2018,7,PMC6041725,open
29862055,BMJ global health,2018,1,PMC5969726,open
29862324,Wellcome open research,2017,1,PMC5968359,open
29862326,Wellcome open research,2018,1,PMC5964635,open
29862883,Journal of interpersonal violence,2018,6,NA,closed
29862937,Epidemiology and psychiatric sciences,2019,4,NA,closed
29862949,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,2018,6,NA,closed
29866081,BMC health services research,2018,6,PMC5987602,open
29866116,Malaria journal,2018,6,PMC5987563,open
29866374,Lancet (London England),2018,7,NA,closed
29867184,Scientific reports,2018,6,PMC5986854,open
29867872,Frontiers in microbiology,2018,1,PMC5963253,open
29868219,Global health epidemiology and genomics,2017,1,PMC5870471,open
29870132,Paediatric anaesthesia,2018,5,NA,closed
29871696,Trials,2018,6,PMC5989441,open
29872049,Nature communications,2018,6,PMC5988799,open
29872450,Emerging themes in epidemiology,2018,1,PMC5972407,open
29874284,PloS one,2018,1,PMC5991394,open
29875946,The Pan African medical journal,2018,1,PMC5987110,open
29875963,The Pan African medical journal,2018,1,PMC5987072,open
29875971,The Pan African medical journal,2018,1,PMC5987082,open
29877169,Public health nutrition,2018,10,NA,closed
29878033,Cardiovascular journal of Africa,NA,NA,NA,closed
29879105,PLoS neglected tropical diseases,2018,6,PMC5991654,open
29879159,PloS one,2018,1,PMC5991696,open
29879171,PloS one,2018,1,PMC5991659,open
29879917,BMC infectious diseases,2018,6,PMC5992751,open
29881453,Child and adolescent psychiatry and mental health,2018,1,PMC5984764,open
29881454,Child and adolescent psychiatry and mental health,2018,1,PMC5984772,open
29881508,The Pan African medical journal,2017,1,PMC5989189,open
29881784,Wellcome open research,2017,1,PMC5964629,open
29881925,Tropical animal health and production,2018,12,NA,closed
29882508,The American journal of tropical medicine and hygiene,2018,6,PMC5993454,open
29883462,PloS one,2018,1,PMC5993289,open
29884140,BMC infectious diseases,2018,6,PMC5994061,open
29885436,International journal for parasitology,2018,8,NA,closed
29885624,Journal of clinical anesthesia,2018,9,NA,closed
29885751,The Journal of pediatrics,2018,10,NA,closed
29889888,PloS one,2018,1,PMC5995440,open
29890690,Insects,2018,6,PMC6023424,open
29890783,International journal of environmental research and public health,2018,6,PMC6025033,open
29890963,BMC public health,2018,6,PMC5996545,open
29891995,Scientific reports,2018,6,PMC5995813,open
29893197,The American journal of tropical medicine and hygiene,2018,8,PMC6090338,open
29893200,The American journal of tropical medicine and hygiene,2018,8,PMC6090321,open
29893991,Epilepsia,2018,7,NA,closed
29894328,Health physics,2018,8,NA,closed
29894518,PLoS medicine,2018,6,PMC5997317,open
29895000,Cerebrovascular diseases extra,2018,1,PMC6031945,open
29895142,Journal of agricultural and food chemistry,2018,7,NA,closed
29896517,Data in brief,2018,6,PMC5996239,open
29899881,International journal of preventive medicine,2018,1,PMC5981229,open
29899882,International journal of preventive medicine,2018,1,PMC5981661,open
29900165,Frontiers in pediatrics,2018,1,PMC5989128,open
29901241,Journal of evaluation in clinical practice,2019,8,NA,closed
29901556,Journal of pediatric gastroenterology and nutrition,2018,11,NA,closed
29902967,BMC plant biology,2018,6,PMC6003085,open
29902989,BMC women's health,2018,6,PMC6003032,open
29903039,Implementation science : IS,2018,6,PMC6003001,open
29904605,Journal of global health,2018,6,PMC5983915,open
29905913,Dermatology and therapy,2018,9,PMC6109023,open
29906291,PLoS neglected tropical diseases,2018,6,PMC6021112,open
29907746,Scientific reports,2018,6,PMC6003927,open
29908383,Epilepsy & behavior : E&B,2018,8,PMC6086937,open
29908577,Clinics in dermatology,NA,NA,NA,closed
29911074,Frontiers in cellular and infection microbiology,2018,1,PMC5992270,open
29911186,Wellcome open research,2018,1,PMC5981191,open
29911475,Child neuropsychology : a journal on normal and abnormal development in childhood and adolescence,2019,5,NA,closed
29912824,Otology & neurotology : official publication of the American Otological Society American Neurotology Society [and] European Academy of Otology and Neurotology,2018,8,PMC6041170,open
29914409,BMC psychiatry,2018,6,PMC6007077,open
29914413,BMC psychiatry,2018,6,PMC6006708,open
29915457,Community eye health,2018,1,PMC5998391,open
29915468,Community eye health,2018,1,PMC5998396,open
29915778,Frontiers in pediatrics,2018,1,PMC5994692,open
29915876,Tropical animal health and production,2018,12,NA,closed
29920393,World neurosurgery,2018,9,NA,closed
29921172,Global health action,2018,1,PMC6008583,open
29921257,BMC public health,2018,6,PMC6009952,open
29921826,Insects,2018,6,PMC6023484,open
29923065,Bulletin of environmental contamination and toxicology,2018,8,NA,closed
29924912,BJOG : an international journal of obstetrics and gynaecology,2018,11,PMC6179930,open
29925359,BMC public health,2018,6,PMC6011354,open
29925361,BMC women's health,2018,6,PMC6011601,open
29926331,Environmental science and pollution research international,2018,9,NA,closed
29926974,Medical and veterinary entomology,2018,12,NA,closed
29928464,Breathe (Sheffield England),2018,3,PMC6003264,open
29929252,The Science of the total environment,2018,1,NA,closed
29930702,Child and adolescent psychiatry and mental health,2018,1,PMC5992697,open
29930902,Tropical parasitology,NA,NA,PMC5991042,open
29932170,BMC proceedings,2018,1,PMC5989408,open
29933391,PloS one,2018,1,PMC6014636,open
29934289,JMIR research protocols,2018,6,PMC6035346,open
29935126,International journal of health policy and management,2018,6,PMC6015506,open
29937873,African health sciences,2017,12,PMC5870269,open
29938509,Journal of agricultural and food chemistry,2018,7,NA,closed
29940941,BMC health services research,2018,6,PMC6019716,open
29940950,BMC medicine,2018,6,PMC6019222,open
29943124,AIDS and behavior,2018,7,PMC6132050,open
29943722,The American journal of tropical medicine and hygiene,2018,8,PMC6090357,open
29944006,Journal of health psychology,2018,6,NA,closed
29944678,PloS one,2018,1,PMC6019679,open
29945647,Reproductive health,2018,6,PMC6019981,open
29945668,BMC research notes,2018,6,PMC6020370,open
29946344,Plant methods,2018,1,PMC6003192,open
29946487,BMJ global health,2018,1,PMC6014185,open
29946526,Public health action,2018,6,PMC6012959,open
29946569,Wellcome open research,2017,1,PMC5998014,open
29948125,Planta,2018,9,NA,closed
29948337,AIDS and behavior,2018,9,PMC6391312,open
29951103,Journal of environmental and public health,2018,1,PMC5987322,open
29951213,Obesity science & practice,2018,6,PMC6009998,open
29952787,AIDS (London England),2018,7,NA,closed
29952788,AIDS (London England),2018,7,PMC6779053,open
29952790,AIDS (London England),2018,7,NA,closed
29952791,AIDS (London England),2018,7,NA,closed
29952792,AIDS (London England),2018,7,NA,closed
29952793,AIDS (London England),2018,7,NA,closed
29952794,AIDS (London England),2018,7,PMC6503960,open
29952871,Journal of strength and conditioning research,2018,6,NA,closed
29953496,PloS one,2018,1,PMC6023163,open
29953912,Bio Systems,2018,9,NA,closed
29954940,Haematologica,2019,1,PMC6312021,open
29955266,Jamba (Potchefstroom South Africa),2018,1,PMC6014147,open
29955820,International health,2018,11,PMC6204764,open
29955865,Chemical senses,2018,8,NA,closed
29955983,Oecologia,2018,8,NA,closed
29958072,Annual review of phytopathology,2018,8,NA,closed
29958738,Vaccine,2018,7,NA,closed
29959274,Global health science and practice,2018,6,PMC6024632,open
29959405,Scientific reports,2018,6,PMC6026135,open
29960098,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,2018,9,PMC6152928,open
29963559,mHealth,2018,1,PMC5994467,open
29965948,Sexually transmitted diseases,2018,11,NA,closed
29965975,PloS one,2018,1,PMC6028100,open
29966508,Global health action,2018,1,PMC6032012,open
29967193,Tobacco control,2019,5,PMC6512316,open
29967622,Frontiers in immunology,2018,1,PMC6015899,open
29968096,Pediatric surgery international,2018,8,NA,closed
29968334,Maternal & child nutrition,2019,1,PMC6859406,open
29968634,Studies in health technology and informatics,2018,1,NA,closed
29970063,BMC women's health,2018,7,PMC6029075,open
29970164,Parasites & vectors,2018,7,PMC6029126,open
29970874,Toxins,2018,7,PMC6070987,open
29970943,Agriculture ecosystems & environment,2018,7,PMC5946702,open
29970944,Agriculture ecosystems & environment,2018,7,PMC5946693,open
29970945,Agriculture ecosystems & environment,2018,7,PMC5946706,open
29970946,Agriculture ecosystems & environment,2018,7,PMC5946712,open
29970949,Agriculture ecosystems & environment,2018,7,PMC5946711,open
29970950,Agriculture ecosystems & environment,2018,7,PMC5946694,open
29971134,Computational and mathematical methods in medicine,2018,1,PMC6008687,open
29971245,The Lancet. Child & adolescent health,2018,7,PMC6004535,open
29971475,Applied microbiology and biotechnology,2018,9,NA,closed
29971955,Maternal & child nutrition,2019,1,PMC6586027,open
29972099,Global health action,2018,1,PMC6032022,open
29972632,Journal of the International AIDS Society,2018,7,PMC6031071,open
29973544,International journal of environmental research and public health,2018,7,PMC6069484,open
29974672,Immunity inflammation and disease,2018,9,PMC6113767,open
29975780,PloS one,2018,1,PMC6033402,open
29976204,Malaria journal,2018,7,PMC6034219,open
29976216,Reproductive health,2018,7,PMC6034281,open
29977906,International journal of food science,2018,1,PMC6011086,open
29977971,Open forum infectious diseases,2018,6,PMC6007399,open
29979704,PloS one,2018,1,PMC6034789,open
29979708,PloS one,2018,1,PMC6034791,open
29979888,Ecology of food and nutrition,NA,NA,NA,closed
29979930,Journal of health communication,2018,1,PMC6094379,open
29980230,Health research policy and systems,2018,7,PMC6035473,open
29981149,International journal of cancer,2018,11,NA,closed
29983944,Food science & nutrition,2018,6,PMC6021694,open
29984002,Journal of pathogens,2018,1,PMC6015669,open
29984422,The International journal of health planning and management,2018,10,NA,closed
29985263,Journal of acquired immune deficiency syndromes (1999),2018,10,PMC6396029,open
29986753,Infectious diseases of poverty,2018,7,PMC6036667,open
29988002,The American journal of tropical medicine and hygiene,2018,9,PMC6169184,open
29988689,HIV/AIDS (Auckland N.Z.),2018,1,PMC6029585,open
29988760,ZooKeys,2018,1,PMC6030178,open
29988829,International journal for parasitology. Parasites and wildlife,2017,12,PMC6031956,open
29989036,BMJ global health,2018,1,PMC6035501,open
29991924,Tropical medicine and health,2018,1,PMC5987573,open
29991925,Tropical medicine and health,2018,1,PMC5987586,open
29992326,Journal of economic entomology,2018,9,NA,closed
29994832,Journal of acquired immune deficiency syndromes (1999),2018,8,PMC6401209,open
29994915,Journal of acquired immune deficiency syndromes (1999),2018,8,PMC6075888,open
29995715,JBI database of systematic reviews and implementation reports,2018,7,NA,closed
29995942,PloS one,2018,1,PMC6040779,open
29996580,International journal of health policy and management,2018,7,PMC6037504,open
29996783,BMC infectious diseases,2018,7,PMC6042413,open
29996838,International journal for equity in health,2018,7,PMC6042204,open
29996852,Human resources for health,2018,7,PMC6042229,open
29996854,Reproductive health,2018,7,PMC6042417,open
29997412,Symbiosis (Philadelphia Pa.),2018,1,PMC6015607,open
29998027,Case reports in obstetrics and gynecology,2018,1,PMC5994572,open
30001195,BMC pregnancy and childbirth,2018,7,PMC6044072,open
30001243,AIDS (London England),2018,7,NA,closed
30001244,AIDS (London England),2018,7,PMC6086376,open
30001340,PLoS neglected tropical diseases,2018,7,PMC6057667,open
30002013,BMJ open,2018,7,PMC6082480,open
30002721,Annals of general psychiatry,2018,1,PMC6038280,open
30002808,Malaria research and treatment,2018,1,PMC5996450,open
30002921,BMJ global health,2018,1,PMC6038841,open
30002923,Remote sensing,2016,1,PMC6038712,open
30004392,The Pediatric infectious disease journal,2018,8,NA,closed
30005020,AIDS (London England),2018,10,PMC6170675,open
30005025,AIDS (London England),2018,9,PMC6755137,open
30005643,BMC public health,2018,7,PMC6044026,open
30006028,Acta tropica,2018,10,NA,closed
30006414,Genome research,2018,9,PMC6120623,open
30009182,Journal of diabetes research,2018,1,PMC5989168,open
30009273,Heliyon,2018,6,PMC6041436,open
30010860,Health policy and planning,2018,9,PMC6097453,open
30011656,Food research international (Ottawa Ont.),2014,10,NA,closed
30012092,BMC infectious diseases,2018,7,PMC6048895,open
30012110,BMC infectious diseases,2018,7,PMC6048800,open
30012128,BMC health services research,2018,7,PMC6048766,open
30012270,The Lancet. Global health,2018,8,PMC6357956,open
30012273,The Lancet. Global health,2018,8,PMC6057135,open
30013682,Beilstein journal of organic chemistry,2018,1,PMC6037015,open
30013798,Journal of parasitology research,2018,1,PMC6022337,open
30014818,The American journal of tropical medicine and hygiene,2018,9,PMC6169173,open
30015793,Journal of acquired immune deficiency syndromes (1999),2018,11,PMC6354587,open
30016316,PLoS medicine,2018,7,PMC6049880,open
30016943,BMC medical informatics and decision making,2018,7,PMC6050709,open
30017827,Microbial pathogenesis,2018,10,NA,closed
30017946,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,2018,9,NA,closed
30018833,Case reports in obstetrics and gynecology,2018,1,PMC6029456,open
30019625,Thyroid : official journal of the American Thyroid Association,2018,9,NA,closed
30020940,PloS one,2018,1,PMC6051576,open
30020964,PloS one,2018,1,PMC6051581,open
30021564,BMC cancer,2018,7,PMC6052645,open
30021855,Proceedings of the National Academy of Sciences of the United States of America,2018,7,PMC6077718,open
30024433,JBI database of systematic reviews and implementation reports,2018,11,NA,closed
30025968,Diagnostic microbiology and infectious disease,2018,12,NA,closed
30026177,JMIR mHealth and uHealth,2018,7,PMC6072973,open
30026746,Frontiers in plant science,2018,1,PMC6041972,open
30027132,VideoGIE : an official video journal of the American Society for Gastrointestinal Endoscopy,2017,11,PMC6031224,open
30027668,Journal of the International AIDS Society,2018,7,PMC6053476,open
30027750,International journal of environmental health research,2018,12,NA,closed
30028209,Ecology of food and nutrition,NA,NA,NA,closed
30028852,PloS one,2018,1,PMC6054376,open
30029120,The Science of the total environment,2018,12,NA,closed
30031730,The Lancet. Global health,2018,10,NA,closed
30032975,Lancet (London England),2018,7,PMC6323648,open
30033078,The Lancet. Haematology,2018,8,PMC6069675,open
30033535,Journal of the International AIDS Society,2018,7,PMC6055121,open
30033563,Journal of the International AIDS Society,2018,7,PMC6055043,open
30036072,AIDS patient care and STDs,2018,7,PMC6300042,open
30036382,PLoS neglected tropical diseases,2018,7,PMC6072204,open
30037217,Journal of agricultural and food chemistry,2018,8,NA,closed
30037280,Food and nutrition bulletin,2018,9,PMC6327319,open
30037312,AIDS care,2018,12,NA,closed
30037876,BMJ open,2018,7,PMC6059345,open
30038420,Scientific reports,2018,7,PMC6056465,open
30038503,Microbiology insights,2018,1,PMC6052494,open
30038771,Ecology and evolution,2018,7,PMC6053572,open
30038869,PeerJ,2018,1,PMC6054865,open
30039512,Journal of clinical nursing,2019,1,NA,closed
30041058,Child abuse & neglect,2018,10,PMC6139638,open
30041516,Journal of agricultural and food chemistry,2018,8,NA,closed
30041605,BMC public health,2018,7,PMC6057010,open
30044335,Sexually transmitted diseases,2018,7,NA,closed
30044834,PloS one,2018,1,PMC6059459,open
30044888,BMC proceedings,2018,1,PMC5998906,open
30045700,BMC pediatrics,2018,7,PMC6060498,open
30045711,BMC public health,2018,7,PMC6060450,open
30046310,International journal of microbiology,2018,1,PMC6038473,open
30047573,Journal of the International AIDS Society,2018,7,PMC6060422,open
30047987,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,2018,11,NA,closed
30049267,BMC public health,2018,7,PMC6062880,open
30050616,The Pan African medical journal,2018,1,PMC6057580,open
30050953,Journal of veterinary medicine,2018,1,PMC6046122,open
30050960,Journal of research in pharmacy practice,NA,NA,PMC6036869,open
30051192,AIDS and behavior,2019,1,PMC6344310,open
30051647,Pediatric blood & cancer,2018,12,NA,closed
30051802,Journal of medical microbiology,2018,9,NA,closed
30052335,African journal of reproductive health,2018,6,NA,closed
30053035,Health policy and planning,2018,7,PMC6037084,open
30055576,BMC pregnancy and childbirth,2018,7,PMC6064123,open
30055581,BMC infectious diseases,2018,7,PMC6064164,open
30056650,Asian-Australasian journal of animal sciences,2019,1,PMC6502729,open
30058955,Reproductive health matters,2018,12,NA,closed
30059706,Brain research bulletin,2019,2,NA,closed
30061917,Annals of general psychiatry,2018,1,PMC6058385,open
30061964,The Pan African medical journal,2018,1,PMC6061825,open
30062482,Social psychiatry and psychiatric epidemiology,2018,11,NA,closed
30063649,Journal of acquired immune deficiency syndromes (1999),2018,11,PMC6203422,open
30063651,Journal of acquired immune deficiency syndromes (1999),2018,11,PMC6295199,open
30064498,Parasites & vectors,2018,7,PMC6069807,open
30064968,Journal of medical Internet research,2018,7,PMC6092593,open
30065835,Archives of public health = Archives belges de sante publique,2018,1,PMC6060476,open
30067272,Cardiovascular journal of Africa,NA,NA,PMC6107722,open
30067811,PloS one,2018,1,PMC6070271,open
30068501,JMIR mHealth and uHealth,2018,8,PMC6094086,open
30069093,Journal of neurosciences in rural practice,NA,NA,PMC6050789,open
30069231,Child and adolescent psychiatry and mental health,2018,1,PMC6065150,open
30071060,PloS one,2018,1,PMC6072064,open
30071799,International journal of STD & AIDS,2018,8,NA,closed
30072434,Proceedings of the National Academy of Sciences of the United States of America,2018,8,PMC6099893,open
30073452,Tropical animal health and production,2019,1,PMC6347582,open
30074642,The International journal of health planning and management,2018,10,PMC6492197,open
30076693,The American journal of tropical medicine and hygiene,2018,8,PMC6090343,open
30076833,Contraception,2018,12,PMC6941485,open
30077450,Journal of dairy science,2018,10,NA,closed
30079751,Annals of the American Thoracic Society,2018,11,NA,closed
30080119,Journal of food protection,2018,9,NA,closed
30081880,BMC health services research,2018,8,PMC6091199,open
30082945,The Linacre quarterly,2011,1,PMC6027029,open
30083085,Food & nutrition research,2018,1,PMC6060182,open
30083452,PeerJ,2018,1,PMC6076987,open
30083863,Tropical animal health and production,2019,2,NA,closed
30084041,Journal of chemical ecology,2018,11,NA,closed
30084344,The American journal of tropical medicine and hygiene,2018,10,PMC6159571,open
30087242,Nutrients,2018,8,PMC6116014,open
30087298,International journal of environmental research and public health,2018,8,PMC6121484,open
30088167,Chemistry Central journal,2018,8,PMC6081488,open
30089120,PLoS neglected tropical diseases,2018,8,PMC6101407,open
30089159,PloS one,2018,1,PMC6082557,open
30089497,BMC health services research,2018,8,PMC6083510,open
30090868,Journal of community & public health nursing,2018,1,PMC6078416,open
30092043,PloS one,2018,1,PMC6084967,open
30092769,BMC public health,2018,8,PMC6085719,open
30094029,Respirology case reports,2018,10,PMC6079933,open
30095545,Current sports medicine reports,2018,8,NA,closed
30096147,PloS one,2018,1,PMC6086428,open
30096148,PloS one,2018,1,PMC6086397,open
30096177,PloS one,2018,1,PMC6086393,open
30096199,PloS one,2018,1,PMC6086417,open
30096210,PloS one,2018,1,PMC6086469,open
30097027,BMC public health,2018,8,PMC6086996,open
30097680,International journal of public health,2019,1,NA,closed
30099603,Oecologia,2018,11,NA,closed
30100971,The Pan African medical journal,2018,1,PMC6080980,open
30100973,The Pan African medical journal,2018,1,PMC6080977,open
30101103,Veterinary medicine (Auckland N.Z.),2015,1,PMC6070018,open
30101204,Veterinary parasitology regional studies and reports,2018,8,PMC6076407,open
30102697,PLoS neglected tropical diseases,2018,8,PMC6122836,open
30103825,Parasites & vectors,2018,8,PMC6090627,open
30103995,The Lancet. Global health,2018,9,NA,closed
30105093,BMJ global health,2018,1,PMC6074629,open
30105094,BMJ global health,2018,1,PMC6074632,open
30105251,BioMed research international,2018,1,PMC6076967,open
30105964,The American journal of tropical medicine and hygiene,2018,10,PMC6159567,open
30105965,The American journal of tropical medicine and hygiene,2018,10,PMC6159598,open
30105967,The American journal of tropical medicine and hygiene,2018,10,PMC6159604,open
30106283,Environmental science & technology,2018,9,PMC6557411,open
30107851,Virology journal,2018,8,PMC6092782,open
30109391,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,2018,10,NA,closed
30109430,Environmental monitoring and assessment,2018,8,NA,closed
30109456,AIDS and behavior,2019,1,PMC6342831,open
30109590,Mycotoxin research,2018,11,PMC6208741,open
30111201,Issues in mental health nursing,2019,1,NA,closed
30112010,Journal of environmental and public health,2018,1,PMC6077557,open
30112432,Data in brief,2018,10,PMC6091238,open
30113403,Journal of acquired immune deficiency syndromes (1999),2018,11,PMC6203425,open
30115064,BMC public health,2018,8,PMC6097429,open
30115087,The international journal of behavioral nutrition and physical activity,2018,8,PMC6097342,open
30116141,Tropical medicine and health,2018,1,PMC6083558,open
30116482,Oxidative medicine and cellular longevity,2018,1,PMC6079365,open
30117158,International journal of cancer,2019,2,PMC6294681,open
30117196,Medical anthropology quarterly,2018,12,NA,closed
30117472,Education for health (Abingdon England),NA,NA,NA,closed
30118434,Environmental health perspectives,2018,8,PMC6108842,open
30119636,Reproductive health,2018,8,PMC6098596,open
30120168,Global health science and practice,2018,10,PMC6172133,open
30120548,Oecologia,2018,11,NA,closed
30120706,Tropical animal health and production,2019,1,PMC6347585,open
30121756,Tropical animal health and production,2019,2,NA,closed
30122789,Geoderma,2018,8,PMC5913732,open
30122904,Patient preference and adherence,2018,1,PMC6078080,open
30123385,The open AIDS journal,2018,1,PMC6062910,open
30123980,MicrobiologyOpen,2019,4,PMC6460272,open
30123987,Pest management science,2019,3,NA,closed
30125171,Plant disease,2018,9,NA,closed
30125353,Clinical pharmacology and therapeutics,2019,2,PMC6585895,open
30127016,Proceedings of the National Academy of Sciences of the United States of America,2018,9,PMC6130363,open
30131253,Global heart,2018,12,NA,closed
30131571,Nature communications,2018,8,PMC6104046,open
30131572,Scientific reports,2018,8,PMC6104032,open
30133510,PloS one,2018,1,PMC6105004,open
30134293,AIDS (London England),2018,11,PMC6221556,open
30134294,AIDS (London England),2018,9,PMC6143350,open
30135052,JMIR mHealth and uHealth,2018,8,PMC6125609,open
30138695,Parasitology international,2018,12,NA,closed
30139342,BMC pregnancy and childbirth,2018,8,PMC6108136,open
30139396,Animal : an international journal of animal bioscience,2018,12,NA,closed
30140772,Heliyon,2018,8,PMC6104551,open
30143829,Bulletin of environmental contamination and toxicology,2018,10,NA,closed
30144807,Parasites & vectors,2018,8,PMC6109322,open
30147944,BMJ global health,2018,1,PMC6104751,open
